feature,importance
going venus,0.00024762636
survivable,0.00024645784
obama,0.00024580528
coming school,0.00024396142
every student,0.00024365596
positive,0.0002426024
students create,0.00024250758
rocky,0.00024225611
homeschooling,0.00023993712
unfair voters,0.00023993682
hovering,0.0002378781
cattle,0.00023695716
vote slate,0.00023580648
overruled,0.00023570824
meeting electors,0.00023537176
expressions students,0.00023442687
seeking multiple,0.00023372401
distance,0.0002290132
cell,0.0002280747
free,0.00022672603
cowboys,0.000225339
running,0.00022524985
state group,0.00022473549
eyes,0.00022064282
people want,0.0002204672
around,0.00022012457
cowboys program,0.00022002387
like face,0.00021878803
cell phone,0.00021809434
computers,0.00021793031
studying,0.0002179121
finding,0.00021542782
dangers,0.00021299979
would allow,0.00020988284
animals,0.00020901118
action,0.00020894817
helping community,0.00020848517
stop,0.00020806938
candidate running,0.0002077699
average,0.00020625084
research,0.00020577092
fair,0.00020453261
rock formation,0.00020025979
college five,0.00019574087
car usage,0.00019524786
chamber,0.0001941893
focusing,0.00019382537
explore venus,0.00018866273
multiple opinions,0.00018301525
butte mesa,0.000182016
huge,0.00017847058
ban,0.00017787098
never,0.00017698546
winner,0.00017679037
facts,0.0001752197
less stressful,0.00017502718
computer tell,0.00017447301
became,0.00017436853
gives,0.00017307664
advantages,0.00017161916
voters winnertakeall,0.000170677
students bring,0.00017055396
public,0.00016795109
limited,0.00016729123
allowing students,0.00016331482
facial movements,0.00016178134
im sure,0.00016042784
students classroom,0.00015595324
school policy,0.00015546184
figured,0.00015230765
decide,0.0001521644
fact,0.00015123161
value,0.00014771253
computer knows,0.00014663371
teacher designed,0.00014641428
believe aliens,0.00014585054
free time,0.00014569482
changing,0.00013989679
im saying,0.00013975863
create summer,0.00013973088
anyone,0.00013965533
cows,0.00013900209
take system,0.00013857192
speed,0.00013853789
dont see,0.0001378327
teacherdesigned projects,0.00013779898
higher,0.00013709995
greenhouse,0.00013594066
preference rather,0.00013575956
online school,0.00013516411
consists selection,0.00013510643
manage,0.00013481025
single campaign,0.00013431092
projects designed,0.00013199693
studying venus,0.00013198331
president vote,0.00013164985
despised,0.00013094708
disaster,0.0001309273
stated,0.00012947561
rarely,0.00012844939
overall,0.00012829289
cowboy,0.00012657043
chosen,0.00012600371
issues,0.00012480876
online video,0.00012462042
atmosphere,0.000121655285
region,0.00011684797
help community,0.00011420752
rather people,0.00011408556
photo,0.000114015915
lukes,0.00011356076
plants,0.00011283454
height,0.0001127335
think good,0.00011219619
qualified,0.000112138245
monday,0.00011136409
advantages limiting,0.00010896455
another martian,0.00010777861
task,0.000106953186
extracurricular activities,0.00010455665
anatomy,0.00010427807
elector,0.00010357214
craters,0.00010222178
plain,0.00010154477
formation resembles,0.00010027296
read students,0.0001000322
natural landform,9.916219e-05
survived landing,9.900723e-05
carbon,9.712871e-05
candidate recieves,9.489508e-05
strongly,9.27353e-05
balance,9.219764e-05
looks like,9.20034e-05
concern,9.0723435e-05
theory,9.052089e-05
reminds,8.8296896e-05
peers,8.7262386e-05
made aliens,8.700225e-05
candidate receives,8.5529704e-05
butte snake,8.433322e-05
understanding,8.154275e-05
problem elections,8.082266e-05
grow,8.075881e-05
ride,7.994669e-05
let students,7.9050915e-05
could potentially,7.839554e-05
people make,7.804997e-05
generally,7.7378914e-05
possible,7.699009e-05
favor,7.658684e-05
efforts,7.4948664e-05
china,7.404498e-05
college electoral,7.2469105e-05
states lose,6.6439e-05
join seagoing,6.608337e-05
lines,6.501343e-05
gore,6.159946e-05
depression,6.059022e-05
face natural,6.0564365e-05
starred,6.038363e-05
congressional,5.936367e-05
little,5.183725e-05
may argue,4.978178e-05
mountains,4.8971175e-05
anachronism,4.662785e-05
store,4.6421133e-05
different perspectives,4.611125e-05
unfair outdated,4.2084586e-05
structure,3.6853275e-05
probably,3.3887205e-05
exploring venus,2.2450859e-05
people may,2.1788974e-05
different experiences,1.0905584e-05
benefit able,6.0194766e-06
al gore,4.8660777e-06
paul,0.0
removed,0.0
replace,0.0
path,0.0
replaced,0.0
zone,0.0
placed,0.0
remove,0.0
paul eckman,0.0
roads,0.0
pm,0.0
robots,0.0
zones,0.0
remember,0.0
remain,0.0
plus two,0.0
pay close,0.0
paying,0.0
rely,0.0
plus,0.0
passionate,0.0
river plain,0.0
passion,0.0
replacing,0.0
passenger cars,0.0
would choose,0.0
possibility,0.0
represent,0.0
planning,0.0
park,0.0
paris enforced,0.0
risky,0.0
report,0.0
writes,0.0
possible winner,0.0
replacing democratic,0.0
river,0.0
paris bans,0.0
would close,0.0
plain idaho,0.0
paris,0.0
relieve,0.0
would think,0.0
parents would,0.0
poeple,0.0
relieve stress,0.0
youth,0.0
rocks,0.0
relate,0.0
register,0.0
peer,0.0
prefer direct,0.0
preference,0.0
rosenthal,0.0
play games,0.0
plenty,0.0
play sport,0.0
routine,0.0
would even,0.0
regional appeal,0.0
rubric,0.0
would fair,0.0
ruin,0.0
rule,0.0
regardless,0.0
pledged kerry,0.0
regarding,0.0
pledged,0.0
papers,0.0
please,0.0
regarded anachronism,0.0
prepare students,0.0
plays,0.0
played,0.0
regular,0.0
room,0.0
plans,0.0
wouldnt able,0.0
planned,0.0
wouldnt want,0.0
youll,0.0
reliable,0.0
place live,0.0
place founding,0.0
relaxing,0.0
rocky sediment,0.0
relax,0.0
would easier,0.0
rode,0.0
role,0.0
paragraph says,0.0
relationship,0.0
plurality popular,0.0
related,0.0
powerful earthquakes,0.0
pc,0.0
plates,0.0
paragraph author,0.0
practical,0.0
place examine,0.0
plurality,0.0
pedigree,0.0
prefer,0.0
planet also,0.0
passed,0.0
would change,0.0
parts,0.0
restores,0.0
restores weight,0.0
requiring students,0.0
results,0.0
youre actually,0.0
planet sun,0.0
requires presidential,0.0
requires human,0.0
poor,0.0
planet surface,0.0
retain,0.0
youre,0.0
pop icon,0.0
return,0.0
pop,0.0
wouldve,0.0
reveal,0.0
requirements,0.0
policy students,0.0
younger,0.0
participate extracurricular,0.0
young people,0.0
young age,0.0
revealed,0.0
particular,0.0
participate least,0.0
participation,0.0
researching,0.0
respect,0.0
political preference,0.0
respective,0.0
politics,0.0
poll,0.0
respective electors,0.0
poll taken,0.0
resolution,0.0
respond,0.0
participated,0.0
participate sports,0.0
residents,0.0
response,0.0
political party,0.0
responsibilities,0.0
resembles human,0.0
participate school,0.0
political balance,0.0
youre going,0.0
responsible picking,0.0
participating,0.0
polluted,0.0
rest,0.0
requirement,0.0
required perform,0.0
passenger,0.0
points light,0.0
planetary visit,0.0
write,0.0
police,0.0
riding,0.0
right choice,0.0
represents,0.0
right decision,0.0
right thing,0.0
representing,0.0
representatives state,0.0
planets surface,0.0
right vote,0.0
participate activities,0.0
would work,0.0
parks,0.0
rise,0.0
would thrown,0.0
representative,0.0
passage says,0.0
would cause,0.0
parking,0.0
points,0.0
youve,0.0
pointless,0.0
planet venus,0.0
partake,0.0
republican,0.0
republicans,0.0
partial driving,0.0
revealing,0.0
would use,0.0
planet mars,0.0
required community,0.0
party selects,0.0
rhode,0.0
would best,0.0
rhode island,0.0
policy one,0.0
partial,0.0
richard nixon,0.0
planet humans,0.0
party state,0.0
planet earth,0.0
popularity,0.0
richard posner,0.0
rid,0.0
partys candidate,0.0
rid electoral,0.0
population,0.0
partys nominee,0.0
reputation,0.0
would take,0.0
project could,0.0
regarded,0.0
public school,0.0
previously,0.0
public transportation,0.0
pull,0.0
previous,0.0
would let,0.0
prevents,0.0
punishment,0.0
purpose,0.0
purposes,0.0
purposes electoral,0.0
prevented,0.0
pursue,0.0
phone use,0.0
pursuit despite,0.0
push,0.0
public schools,0.0
price,0.0
put effort,0.0
prices,0.0
proved,0.0
prior,0.0
proven,0.0
proves,0.0
would look,0.0
yearbook,0.0
phone driving,0.0
phone policy,0.0
per pixel,0.0
providing,0.0
proving,0.0
peoples votes,0.0
proximity,0.0
public office,0.0
phone school,0.0
wrote,0.0
puts,0.0
prove,0.0
quirks,0.0
people wanted,0.0
pretty,0.0
years ago,0.0
quit,0.0
phones class,0.0
years tuesday,0.0
pressure would,0.0
quote,0.0
phones driving,0.0
pressure times,0.0
would lead,0.0
phones free,0.0
people use,0.0
races,0.0
races swing,0.0
quirks electoral,0.0
quiet,0.0
peoples opinions,0.0
quickly,0.0
pretty sure,0.0
putting,0.0
wrong electoral,0.0
pyramids,0.0
would oppose,0.0
qualities,0.0
people would,0.0
would less,0.0
people work,0.0
questions,0.0
playing sports,0.0
would prefer,0.0
quick,0.0
quicker,0.0
pretty much,0.0
percent carbon,0.0
proud,0.0
people able,0.0
perform,0.0
person might,0.0
person one,0.0
productive,0.0
projects allow,0.0
product,0.0
produces,0.0
perfectly,0.0
produce,0.0
person would,0.0
process electoral,0.0
personal,0.0
personally,0.0
personally think,0.0
projects student,0.0
projects studentdesigned,0.0
productivity,0.0
perform community,0.0
projects students,0.0
person feeling,0.0
period time,0.0
project designed,0.0
would much,0.0
project student,0.0
project students,0.0
project summer,0.0
programs,0.0
periods,0.0
professor,0.0
professional,0.0
project teacher,0.0
prof,0.0
person advice,0.0
perhaps,0.0
performance,0.0
process consists,0.0
process begins,0.0
priority,0.0
percent electoral,0.0
probably covered,0.0
proof,0.0
proper,0.0
privilege,0.0
would love,0.0
pros,0.0
wyoming,0.0
private,0.0
pros cons,0.0
prospect,0.0
percent disgusted,0.0
prospect tie,0.0
phone call,0.0
protect,0.0
would lot,0.0
would make,0.0
probably tell,0.0
projects summer,0.0
percent fearful,0.0
percentage,0.0
would need,0.0
yeah,0.0
projects teacher,0.0
persuade,0.0
probes,0.0
percent popular,0.0
projects teachers,0.0
would mean,0.0
year students,0.0
probaly,0.0
promote,0.0
pharaoh,0.0
percent greenhouse,0.0
promoting,0.0
pressure heat,0.0
people think,0.0
phones lunch,0.0
president counting,0.0
picks,0.0
would go,0.0
received,0.0
receives,0.0
would see,0.0
people community,0.0
people choose,0.0
receives popular,0.0
period,0.0
would get,0.0
picture actually,0.0
presidency percent,0.0
people cars,0.0
people cant,0.0
york,0.0
president also,0.0
picking electors,0.0
recieve,0.0
people could,0.0
people getting,0.0
reason think,0.0
president popular,0.0
president people,0.0
people feel,0.0
pick trash,0.0
picked,0.0
reason would,0.0
picking,0.0
reasonable,0.0
people electoral,0.0
president electors,0.0
president electoral,0.0
people different,0.0
reasons think,0.0
recently,0.0
recieved,0.0
would know,0.0
reduced,0.0
presented,0.0
present,0.0
people also,0.0
people agree,0.0
reducing,0.0
would students,0.0
pieces,0.0
referred,0.0
referred earths,0.0
preparing,0.0
prepares certificate,0.0
reflect,0.0
people actually,0.0
refused,0.0
refused vote,0.0
reduces,0.0
people always,0.0
recieves,0.0
would still,0.0
recieves majority,0.0
recognition,0.0
people believe,0.0
recognize,0.0
picture taken,0.0
recognize student,0.0
youd,0.0
people around,0.0
picture ten,0.0
presented venus,0.0
youd vote,0.0
people arent,0.0
reduce,0.0
reduce smog,0.0
people america,0.0
president richard,0.0
pick president,0.0
reason students,0.0
presidential candidates,0.0
people people,0.0
rarely betrayed,0.0
people opinions,0.0
rate,0.0
rates,0.0
would increase,0.0
wrong bradford,0.0
people one,0.0
rd,0.0
rd amendment,0.0
reach,0.0
react,0.0
reaction,0.0
would help,0.0
read emotional,0.0
presidential candidate,0.0
presidential canidate,0.0
people give,0.0
people right,0.0
radar,0.0
wrong candidate,0.0
radio talk,0.0
people talk,0.0
would probably,0.0
raise,0.0
would keep,0.0
people take,0.0
people still,0.0
random,0.0
range,0.0
presidential election,0.0
rare,0.0
yes,0.0
people say,0.0
presidental,0.0
read emotions,0.0
would put,0.0
reader,0.0
really good,0.0
people good,0.0
president states,0.0
really help,0.0
really know,0.0
would really,0.0
really need,0.0
president slate,0.0
really think,0.0
physically,0.0
written,0.0
really voting,0.0
people going,0.0
people go,0.0
really want,0.0
people help,0.0
people know,0.0
really bad,0.0
would greatly,0.0
people might,0.0
readers,0.0
reads,0.0
would hard,0.0
ready,0.0
people like,0.0
would rather,0.0
would great,0.0
real life,0.0
president want,0.0
president voting,0.0
reality,0.0
realize,0.0
realized,0.0
would give,0.0
walter,0.0
run country,0.0
things could,0.0
things need,0.0
things people,0.0
things would,0.0
think aliens,0.0
think best,0.0
wear,0.0
think community,0.0
think could,0.0
think driverless,0.0
think get,0.0
think going,0.0
ways humans,0.0
think great,0.0
think keep,0.0
think kids,0.0
think natural,0.0
think people,0.0
think policy,0.0
way would,0.0
think right,0.0
think single,0.0
think students,0.0
think thats,0.0
think use,0.0
way vote,0.0
things like,0.0
thing would,0.0
terms density,0.0
thing people,0.0
test,0.0
week,0.0
tested,0.0
tested chamber,0.0
testing,0.0
website,0.0
tests,0.0
texas,0.0
web surfers,0.0
text drive,0.0
text says,0.0
text states,0.0
web ad,0.0
th,0.0
th grade,0.0
thank,0.0
thanks,0.0
web,0.0
thats think,0.0
theyll,0.0
theyve,0.0
thick,0.0
thick atmosphere,0.0
thier,0.0
thing could,0.0
thinks,0.0
third,0.0
thirty,0.0
thomas,0.0
time family,0.0
time fun,0.0
time get,0.0
time make,0.0
time management,0.0
time money,0.0
time people,0.0
time school,0.0
way help,0.0
way go,0.0
time student,0.0
time students,0.0
time time,0.0
time work,0.0
time would,0.0
time year,0.0
times bigger,0.0
times greater,0.0
times sharper,0.0
tired,0.0
todays,0.0
todays society,0.0
together,0.0
told,0.0
way get,0.0
time day,0.0
time could,0.0
time consuming,0.0
throughout school,0.0
though mercury,0.0
thought would,0.0
way people,0.0
thoughtful,0.0
thoughtful voters,0.0
thoughts,0.0
way online,0.0
thousands,0.0
three decades,0.0
three weeks,0.0
threw,0.0
way make,0.0
time away,0.0
thrown,0.0
thrown house,0.0
ticket,0.0
tie electoral,0.0
ties,0.0
tight,0.0
tight races,0.0
way learn,0.0
till,0.0
time ago,0.0
time also,0.0
terrible,0.0
term,0.0
took picture,0.0
whatever,0.0
system allows,0.0
system awards,0.0
system could,0.0
system even,0.0
system state,0.0
system would,0.0
system wrong,0.0
systems,0.0
table,0.0
weve,0.0
take advantage,0.0
take away,0.0
take classes,0.0
take control,0.0
take online,0.0
take part,0.0
take pictures,0.0
take place,0.0
take samples,0.0
take time,0.0
taken away,0.0
taken shortly,0.0
takes,0.0
takes form,0.0
takes system,0.0
switch,0.0
whats going,0.0
weeks,0.0
survived,0.0
supports idea,0.0
suppose,0.0
whoever,0.0
sure students,0.0
surely,0.0
surface lasted,0.0
surface rocky,0.0
surface temperature,0.0
surface temperatures,0.0
surface venus,0.0
surfers,0.0
surfers waiting,0.0
surgery,0.0
whereas,0.0
surprise,0.0
surprise anger,0.0
surprised,0.0
whenever,0.0
surrounded,0.0
surrounding,0.0
surroundings,0.0
surveyor,0.0
surveyor flew,0.0
survivable humans,0.0
survive,0.0
taking care,0.0
taking classes,0.0
taking online,0.0
talk people,0.0
technology would,0.0
teen,0.0
teenager,0.0
teenagers,0.0
teens,0.0
well earthlike,0.0
tell friend,0.0
tell people,0.0
tell someone,0.0
tell us,0.0
telling,0.0
telling us,0.0
weird,0.0
tells,0.0
tells us,0.0
temperature,0.0
temperature planet,0.0
temperatures,0.0
temperatures average,0.0
ten,0.0
ten times,0.0
tend,0.0
weight political,0.0
weight,0.0
tense,0.0
technology make,0.0
technologies,0.0
werent,0.0
teacherdesigned project,0.0
talk shows,0.0
talked,0.0
talking,0.0
wether,0.0
tax,0.0
taxi,0.0
taxis,0.0
teach,0.0
teach students,0.0
teacher could,0.0
teacher would,0.0
teacherdesigned summer,0.0
technolgy,0.0
teachers design,0.0
teachers give,0.0
teachers know,0.0
teachers students,0.0
teachers would,0.0
teaches,0.0
teaching,0.0
team snapped,0.0
tech,0.0
technically,0.0
technically responsible,0.0
tons,0.0
tool,0.0
supported various,0.0
venus surface,0.0
venus value,0.0
venuse,0.0
venuss,0.0
venuss atmosphere,0.0
want know,0.0
venuss surface,0.0
victory,0.0
video conference,0.0
video conferences,0.0
video conferencing,0.0
video imagery,0.0
video surgery,0.0
videos,0.0
viewpoints,0.0
want keep,0.0
viking photos,0.0
vinci,0.0
virtual,0.0
want help,0.0
virtue,0.0
virtue malapportionment,0.0
virus,0.0
visit,0.0
visits,0.0
visual,0.0
venus three,0.0
venus still,0.0
various,0.0
venus sometimes,0.0
vary,0.0
vary electors,0.0
varying,0.0
vauban,0.0
vauban germany,0.0
vaubans,0.0
vehicle hovering,0.0
want play,0.0
want people,0.0
venus also,0.0
venus author,0.0
venus could,0.0
venus dangerous,0.0
venus earth,0.0
venus even,0.0
venus hottest,0.0
venus like,0.0
venus mars,0.0
venus may,0.0
venus one,0.0
venus planet,0.0
venus probably,0.0
venus second,0.0
want participate,0.0
want learn,0.0
vital,0.0
voices,0.0
volcanoes,0.0
volcanoes powerful,0.0
voters candidate,0.0
voters dont,0.0
voters get,0.0
voters largest,0.0
voters presidential,0.0
want express,0.0
want change,0.0
voters would,0.0
votes bush,0.0
votes cast,0.0
votes congress,0.0
votes count,0.0
votes dont,0.0
votes electoral,0.0
votes induces,0.0
votes people,0.0
votes president,0.0
votes state,0.0
voting candidates,0.0
voting electoral,0.0
voting electors,0.0
voting process,0.0
voting slate,0.0
wan na,0.0
waiting,0.0
want get,0.0
vote wrong,0.0
vote would,0.0
vote may,0.0
volleyball,0.0
vote also,0.0
vote candidate,0.0
vote congress,0.0
vote doesnt,0.0
vote dont,0.0
vote election,0.0
vote electoral,0.0
vote electors,0.0
vote john,0.0
vote lost,0.0
vote one,0.0
vote win,0.0
vote partys,0.0
vote people,0.0
vote person,0.0
vote popular,0.0
vote possible,0.0
vote presidential,0.0
vote qualified,0.0
vote system,0.0
vote vote,0.0
vote want,0.0
vote whomever,0.0
various forms,0.0
value insight,0.0
tools,0.0
travels earth,0.0
treated like,0.0
trend,0.0
tried,0.0
trip,0.0
watch,0.0
truly,0.0
trusted,0.0
trusted vote,0.0
try get,0.0
try new,0.0
trying get,0.0
trying make,0.0
trying say,0.0
wasting,0.0
tuesday first,0.0
turn potential,0.0
turning,0.0
turns,0.0
tutoring,0.0
tv,0.0
twenty,0.0
twice,0.0
war ii,0.0
twin,0.0
twin venus,0.0
treated,0.0
travels,0.0
valleys mountains,0.0
traveling,0.0
way elect,0.0
top,0.0
topics,0.0
tossup,0.0
tossup states,0.0
total,0.0
totally,0.0
touch,0.0
touched,0.0
touched venus,0.0
tough,0.0
toward,0.0
towards,0.0
track,0.0
tracks,0.0
way could,0.0
traffic jam,0.0
way better,0.0
traffic jams,0.0
trait,0.0
transport,0.0
transregional,0.0
transregional appeal,0.0
watching,0.0
travel,0.0
two senators,0.0
types,0.0
typically,0.0
ultimately,0.0
us know,0.0
us many,0.0
us people,0.0
us students,0.0
us would,0.0
usa,0.0
want students,0.0
want see,0.0
use cars,0.0
use class,0.0
use phone,0.0
use phones,0.0
use technology,0.0
useful,0.0
useless,0.0
want president,0.0
using cars,0.0
using cell,0.0
using electoral,0.0
using phone,0.0
using phones,0.0
using technology,0.0
usually,0.0
vacation,0.0
valid,0.0
us humans,0.0
us chamber,0.0
upset,0.0
unless,0.0
unable,0.0
uncomfortable,0.0
understand students,0.0
unfortunately,0.0
unhappy,0.0
unique,0.0
unit,0.0
wanted vote,0.0
units,0.0
universal,0.0
university,0.0
unlike,0.0
ups,0.0
want work,0.0
unlikely,0.0
unmanned,0.0
want vote,0.0
unmasking face,0.0
unnecessary,0.0
unrra,0.0
unsafe,0.0
unusual,0.0
upcoming school,0.0
upon,0.0
supporting,0.0
whole lot,0.0
runoff elections,0.0
shortly,0.0
shot,0.0
shown,0.0
shows martian,0.0
shut,0.0
shy,0.0
siblings,0.0
sidewalks,0.0
significant,0.0
significantly,0.0
signs,0.0
silicon,0.0
silicon carbide,0.0
similar earth,0.0
simple,0.0
simplified,0.0
simplified electronics,0.0
simply look,0.0
simulating,0.0
simulating chaos,0.0
single spaceship,0.0
sister,0.0
sister planet,0.0
site,0.0
sites,0.0
workers,0.0
shortly al,0.0
shopping,0.0
sending humans,0.0
shoes,0.0
sensor,0.0
sentence,0.0
serious,0.0
seriously,0.0
serve,0.0
service good,0.0
service great,0.0
service would,0.0
world better,0.0
seven,0.0
seventeen states,0.0
several,0.0
shacks,0.0
shadow,0.0
shadows giving,0.0
works,0.0
shadows made,0.0
shape,0.0
share,0.0
share electoral,0.0
share popular,0.0
sharper,0.0
shes,0.0
shift,0.0
ship,0.0
worked,0.0
six,0.0
six basic,0.0
size occasionally,0.0
soccer,0.0
work home,0.0
social interaction,0.0
social life,0.0
social media,0.0
socialize,0.0
work hard,0.0
software tracks,0.0
solar system,0.0
sold,0.0
sold car,0.0
solution,0.0
work ethic,0.0
solve problem,0.0
solved,0.0
work done,0.0
someone elses,0.0
someone make,0.0
someones,0.0
something bad,0.0
something dont,0.0
something else,0.0
something enjoy,0.0
something good,0.0
something like,0.0
snapped picture,0.0
snapped,0.0
snake river,0.0
slow,0.0
work would,0.0
skill,0.0
skip,0.0
work together,0.0
slate democratic,0.0
sleep,0.0
work time,0.0
sleeping,0.0
work summer,0.0
slight,0.0
slightly,0.0
slowly,0.0
snake,0.0
small,0.0
small state,0.0
small states,0.0
smaller,0.0
smaller states,0.0
work students,0.0
smart car,0.0
smart cars,0.0
smarter,0.0
walking,0.0
work school,0.0
sense,0.0
sending,0.0
something would,0.0
school day,0.0
school everyday,0.0
school get,0.0
school help,0.0
school home,0.0
school hours,0.0
school kids,0.0
school learn,0.0
school learning,0.0
school like,0.0
school make,0.0
school many,0.0
school may,0.0
school need,0.0
school online,0.0
school school,0.0
school sports,0.0
school student,0.0
school students,0.0
school system,0.0
school systems,0.0
school time,0.0
school use,0.0
school work,0.0
school would,0.0
schooled,0.0
school dont,0.0
school could,0.0
world war,0.0
would actually,0.0
runs,0.0
would become,0.0
rush,0.0
sad happy,0.0
sadness,0.0
samples,0.0
would agree,0.0
satisfied,0.0
save,0.0
saved,0.0
saving,0.0
saw,0.0
say electoral,0.0
say people,0.0
say students,0.0
say want,0.0
says paragraph,0.0
says venus,0.0
scared,0.0
scenario,0.0
schedules,0.0
school activities,0.0
school activity,0.0
school also,0.0
school better,0.0
schoolname,0.0
schools require,0.0
schools students,0.0
schoolwork,0.0
seek,0.0
seek advice,0.0
seek multiple,0.0
seeking,0.0
worried,0.0
seeking advice,0.0
worlds,0.0
seemed,0.0
seems,0.0
seems like,0.0
sees,0.0
segregationists,0.0
select,0.0
selected,0.0
selecting,0.0
world would,0.0
selection,0.0
selection electors,0.0
selects,0.0
selects slate,0.0
self,0.0
self driving,0.0
sell,0.0
senate decreed,0.0
senators,0.0
seeing,0.0
see students,0.0
see single,0.0
seagoing cowboy,0.0
scientific,0.0
scientist nasa,0.0
scientists,0.0
worthy pursuit,0.0
scores,0.0
screen,0.0
sea,0.0
sea level,0.0
worthy,0.0
worst,0.0
worse,0.0
seagoing cowboys,0.0
worry,0.0
seat,0.0
second opinion,0.0
second planet,0.0
seconds,0.0
section,0.0
sediment,0.0
sediment includes,0.0
worrying,0.0
see face,0.0
see many,0.0
see people,0.0
something new,0.0
something wrong,0.0
whomever,0.0
students complete,0.0
students design,0.0
students emotions,0.0
students enjoy,0.0
winner takes,0.0
students feel,0.0
students find,0.0
students freedom,0.0
students getting,0.0
students given,0.0
students go,0.0
winner take,0.0
winner electoral,0.0
students grade,0.0
students grades,0.0
students help,0.0
students home,0.0
students know,0.0
students learning,0.0
students least,0.0
students like,0.0
students likely,0.0
students make,0.0
students many,0.0
students may,0.0
win national,0.0
students continue,0.0
students community,0.0
student could,0.0
winnertakesall,0.0
winning focusing,0.0
student get,0.0
student learn,0.0
student may,0.0
student might,0.0
student take,0.0
student wants,0.0
student work,0.0
student would,0.0
studentdesigned summer,0.0
winning candidates,0.0
winnertakesall system,0.0
students ability,0.0
students able,0.0
students allowed,0.0
students already,0.0
students also,0.0
students always,0.0
students become,0.0
students benefit,0.0
students better,0.0
students cell,0.0
students chance,0.0
students choose,0.0
students come,0.0
students might,0.0
win electoral,0.0
win election,0.0
students need,0.0
subject,0.0
subjects,0.0
submarine,0.0
suburb,0.0
suburban,0.0
suburbs,0.0
succeed,0.0
succeeded,0.0
succeeded replacing,0.0
wich,0.0
successful,0.0
suffer,0.0
whose,0.0
suggests,0.0
suggests studying,0.0
sulfuric,0.0
sulfuric acid,0.0
summer assignment,0.0
whos,0.0
summer students,0.0
summer time,0.0
sun different,0.0
sun venus,0.0
super,0.0
supplies,0.0
style,0.0
stupid,0.0
stuff like,0.0
students students,0.0
students often,0.0
students parents,0.0
willing,0.0
students perform,0.0
students required,0.0
students school,0.0
students shouldnt,0.0
students something,0.0
students stay,0.0
students still,0.0
students struggle,0.0
students summer,0.0
wide,0.0
students take,0.0
students taking,0.0
students think,0.0
students time,0.0
widely regarded,0.0
students try,0.0
students understand,0.0
students wont,0.0
studied,0.0
studies,0.0
widely,0.0
student council,0.0
student becoming,0.0
sometime,0.0
spending,0.0
spent,0.0
spinning,0.0
sports activities,0.0
sports school,0.0
sports team,0.0
spot,0.0
spotted,0.0
wont get,0.0
spread,0.0
staff,0.0
wont able,0.0
stage,0.0
stand,0.0
standard,0.0
standards,0.0
star one,0.0
wonderful,0.0
starting,0.0
wonder,0.0
state along,0.0
state candidates,0.0
without much,0.0
without cars,0.0
state delegations,0.0
state electoral,0.0
spending time,0.0
spend time,0.0
winning presidential,0.0
speeds,0.0
sometimes get,0.0
sometimes people,0.0
somewhat,0.0
somewhere,0.0
somthing,0.0
soon,0.0
sort,0.0
sound,0.0
sounds,0.0
words,0.0
source paragraph,0.0
source two,0.0
sources,0.0
south carolina,0.0
word,0.0
spacecraft land,0.0
spacecraft survived,0.0
spacecrafts,0.0
spaceship,0.0
spaceship touched,0.0
speaking,0.0
special,0.0
specific,0.0
specifically,0.0
speech,0.0
state electors,0.0
state gets,0.0
state laws,0.0
state purposes,0.0
still able,0.0
still features,0.0
still need,0.0
stopped,0.0
stops,0.0
stores,0.0
storms,0.0
wispy,0.0
straight,0.0
strange,0.0
wish,0.0
street,0.0
wise,0.0
streets,0.0
stressed,0.0
strict,0.0
strive,0.0
striving,0.0
striving meet,0.0
strong,0.0
stronger,0.0
strongly believe,0.0
struggle,0.0
struggling,0.0
stuck,0.0
stick,0.0
steps,0.0
step,0.0
states like,0.0
state senator,0.0
state vote,0.0
stated source,0.0
statement,0.0
states america,0.0
states big,0.0
states dont,0.0
states electors,0.0
states get,0.0
states know,0.0
paper,0.0
states likely,0.0
steer,0.0
states people,0.0
states population,0.0
states vote,0.0
states winnertakeall,0.0
states would,0.0
stating,0.0
statistics,0.0
stay home,0.0
stay school,0.0
stayed,0.0
staying,0.0
smile face,0.0
abilities,0.0
panama,0.0
crisis,0.0
countrys,0.0
counts,0.0
county,0.0
court,0.0
covered,0.0
covered largely,0.0
craft,0.0
crashes,0.0
create projects,0.0
creating,0.0
creation,0.0
creator,0.0
credit,0.0
crisis century,0.0
counting electoral,0.0
critical,0.0
cross,0.0
culture,0.0
curious,0.0
current,0.0
currently,0.0
curricular,0.0
curricular activities,0.0
cut,0.0
cydonia first,0.0
da vinci,0.0
dad,0.0
daily,0.0
countries,0.0
counting,0.0
danger,0.0
could really,0.0
could also,0.0
could always,0.0
could change,0.0
could easily,0.0
could even,0.0
could find,0.0
could get,0.0
could give,0.0
could good,0.0
could happen,0.0
could lead,0.0
could made,0.0
could possibly,0.0
could recognize,0.0
counted,0.0
could say,0.0
could see,0.0
could supported,0.0
could take,0.0
could tell,0.0
could use,0.0
could used,0.0
could work,0.0
couldnt,0.0
couldve,0.0
council,0.0
count,0.0
count votes,0.0
damage,0.0
dangers doubts,0.0
cost,0.0
depend,0.0
defy people,0.0
degree,0.0
degrees fahrenheit,0.0
delegation,0.0
delegations,0.0
delegations vote,0.0
democrat,0.0
democratic electors,0.0
democratic modern,0.0
democratic pedigree,0.0
democrats,0.0
demonstration,0.0
